molecule_chembl_id,pref_name,clean_smiles,first_approval,pred_IDO1,pred_TDO2,pred_M,pred_D,LCB_IDO1,LCB_TDO2,LCB_dual,P_dual_active,P_balanced_dual,AD_maxTanimoto,in_domain,LCB_dual_standard,LCB_dual_normalized,LCB_dual_pacr,AD_dist_to_paired,PACR_chem_dist_to_ptr,PACR_doc_dist_to_ptr
CHEMBL3707372,VOXILAPREVIR,CC[C@@H]1[C@@H]2CN(C(=O)[C@H](C(C)(C)C)NC(=O)O[C@@H]3C[C@H]3CCCCC(F)(F)c3nc4ccc(OC)cc4nc3O2)[C@@H]1C(=O)N[C@]1(C(=O)NS(=O)(=O)C2(C)CC2)C[C@H]1C(C)C,2017.0,6.18,5.71,5.94,0.47,4.75,4.53,4.53,0.232,0.215,0.189,False,5.066446754378979,5.170588202700884,4.948580618765704,0.8111888,0.8239437,0.8342887759208679
CHEMBL169901,DEBRISOQUIN,N=C(N)N1CCc2ccccc2C1,,6.22,5.92,6.07,0.29,4.79,4.74,4.74,0.32,0.315,0.207,False,5.077293822656041,5.139470075075443,4.945966855715065,0.79310346,0.8039216,0.8217272609472275
CHEMBL1738797,ALECTINIB,CCc1cc2c(cc1N1CCC(N3CCOCC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,2015.0,6.04,5.87,5.96,0.17,4.62,4.7,4.62,0.271,0.265,0.25,False,5.031616369574096,4.9939910701330765,4.945893955537914,0.75,0.75,0.8060874938964844
CHEMBL2105611,TACALCITOL,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CC[C@@H](O)C(C)C)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,,5.27,4.84,5.05,0.43,3.84,3.66,3.66,0.017,0.017,0.159,False,5.275462008828532,5.168751882365875,4.9434320044885185,0.8409091,0.8409091,0.8482128083705902
CHEMBL328560,SULTHIAME,NS(=O)(=O)c1ccc(N2CCCCS2(=O)=O)cc1,,6.23,5.99,6.11,0.23,4.8,4.82,4.8,0.365,0.359,0.314,True,5.092727114080507,5.047398926229147,4.942614184232167,0.6862745,0.6862745,0.8139184415340424
CHEMBL19019,NALTREXONE,O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,1984.0,6.08,5.56,5.82,0.52,4.66,4.38,4.38,0.177,0.166,0.193,False,4.9576091453233575,5.011949791422443,4.9395776245686,0.8072289,0.81914896,0.8460526317358017
CHEMBL3833311,DEXTROMORAMIDE TARTRATE,C[C@@H](CC(C(=O)N1CCCC1)(c1ccccc1)c1ccccc1)N1CCOCC1,,5.92,5.66,5.79,0.26,4.5,4.49,4.49,0.182,0.177,0.271,False,5.055070257034184,5.124141216677284,4.939214955005684,0.7285714,0.73972607,0.7781068831682205
CHEMBL671,THIOTEPA,S=P(N1CC1)(N1CC1)N1CC1,1959.0,6.16,6.04,6.1,0.12,4.73,4.86,4.73,0.365,0.348,0.07,False,5.102118277231276,5.132097004762691,4.93831857566008,0.9302325,0.9302325,0.938775509595871
CHEMBL218394,BOCEPREVIR,CC(C)(C)NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)NC(CC1CCC1)C(=O)C(N)=O)C2(C)C)C(C)(C)C,2011.0,6.38,5.82,6.1,0.56,4.95,4.64,4.64,0.293,0.276,0.186,False,4.975824845155904,4.984116610215628,4.938262285609397,0.8139535,0.8333333,0.8367253839969635
CHEMBL276568,"CEFPROZIL ANHYDROUS, (E)-",C/C=C/C1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1,1991.0,6.28,5.66,5.97,0.62,4.85,4.48,4.48,0.238,0.221,0.203,False,5.104355591710005,5.120154499215453,4.936814594973927,0.796875,0.84210527,0.8620012998580933
CHEMBL419213,LISINOPRIL,NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,1987.0,6.24,5.74,5.99,0.51,4.82,4.56,4.56,0.243,0.232,0.25,False,5.111930659172425,5.129017275631048,4.935249986581374,0.75,0.77272725,0.7852998077869415
CHEMBL114,SAQUINAVIR,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,1995.0,6.5,6.04,6.27,0.47,5.08,4.86,4.86,0.425,0.409,0.19,False,5.258596591577811,5.160431192622375,4.934812840885131,0.81,0.81,0.819823145866394
CHEMBL1623,MECLIZINE,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,1957.0,6.07,5.8,5.93,0.26,4.64,4.63,4.63,0.254,0.249,0.333,True,5.175571689682201,5.107483330735845,4.928953335427477,0.6666666,0.7777778,0.80538010597229
CHEMBL256907,MARAVIROC,Cc1nnc(C(C)C)n1[C@H]1C[C@H]2CC[C@@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1,2007.0,6.22,5.88,6.05,0.34,4.8,4.71,4.71,0.309,0.304,0.23,False,5.163893567671979,5.134739204814335,4.926644057820266,0.77011496,0.79545456,0.8206214010715485
CHEMBL1201271,BUCLIZINE,CC(C)(C)c1ccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)cc1,1982.0,5.84,5.84,5.84,0.0,4.42,4.66,4.42,0.215,0.21,0.312,True,5.12579320678563,5.067489790677566,4.9266405745937165,0.6875,0.7777778,0.8123807907104492
CHEMBL270190,ALVIMOPAN,C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)NCC(=O)O)CC[C@@]1(C)c1cccc(O)c1,2008.0,6.03,5.7,5.87,0.33,4.61,4.52,4.52,0.21,0.204,0.22,False,5.133565285073204,5.0612221430444295,4.926601482391553,0.7804878,0.8072289,0.8242014795541763
CHEMBL802,MINOXIDIL,Nc1cc(N2CCCCC2)nc(N)[n+]1[O-],1979.0,6.26,5.89,6.07,0.37,4.83,4.71,4.71,0.309,0.298,0.23,False,5.095778625172306,5.08065301437101,4.925984127686801,0.77049184,0.77049184,0.7704918086528778
CHEMBL4802135,NIRMATRELVIR,CC(C)(C)[C@H](NC(=O)C(F)(F)F)C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O)C2(C)C,2023.0,6.26,5.72,5.99,0.53,4.83,4.55,4.55,0.238,0.227,0.195,False,4.953156142521535,4.9856685054904295,4.9258575060681835,0.80459774,0.80459774,0.8577962964773178
CHEMBL607400,BRIVARACETAM,CCC[C@@H]1CC(=O)N([C@@H](CC)C(N)=O)C1,2016.0,6.67,6.15,6.41,0.53,5.25,4.97,4.97,0.536,0.514,0.219,False,4.950905994885217,4.962806076412208,4.92332301758584,0.78125,0.78125,0.8351396173238754
CHEMBL1908348,SPARTEINE SULFATE,C1CCN2C[C@@H]3C[C@@H](CN4CCCC[C@@H]34)[C@H]2C1,,6.08,5.97,6.02,0.11,4.65,4.79,4.65,0.326,0.315,0.164,False,5.103501095348471,5.128887625204871,4.920440817026138,0.8363637,0.85714287,0.8599999994039536
CHEMBL1779710,EVOGLIPTIN,CC(C)(C)OC[C@@H]1C(=O)NCCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,2015.0,6.22,5.96,6.09,0.26,4.8,4.79,4.79,0.348,0.343,0.211,False,5.078196154940234,5.120558743296199,4.920009108329872,0.78947365,0.8163265,0.8239527344703674
CHEMBL1237021,LURASIDONE,O=C1[C@@H]2[C@H]3CC[C@H](C3)[C@@H]2C(=O)N1C[C@@H]1CCCC[C@H]1CN1CCN(c2nsc3ccccc23)CC1,2010.0,5.61,5.54,5.58,0.07,4.19,4.37,4.19,0.11,0.11,0.214,False,5.030333291610179,5.003144974618896,4.91956032229863,0.78571427,0.80246913,0.8215163350105286
CHEMBL2147777,TENELIGLIPTIN,Cc1cc(N2CCN([C@@H]3CN[C@H](C(=O)N4CCSC4)C3)CC2)n(-c2ccccc2)n1,,6.08,5.67,5.87,0.4,4.65,4.49,4.49,0.215,0.199,0.226,False,5.035533767974925,4.986638279366022,4.919118927292682,0.77380955,0.77380955,0.8041237145662308
CHEMBL46516,FLUSPIRILENE,O=C1NCN(c2ccccc2)C12CCN(CCCC(c1ccc(F)cc1)c1ccc(F)cc1)CC2,,6.25,5.8,6.03,0.45,4.83,4.63,4.63,0.276,0.26,0.227,False,5.186683947079562,5.108996581256305,4.918276640611306,0.77272725,0.77272725,0.810979425907135
CHEMBL423,BETAXOLOL,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1,1985.0,5.52,5.19,5.36,0.33,4.1,4.02,4.02,0.044,0.044,0.197,False,5.039712364474672,5.055343410862081,4.915851731197343,0.80281687,0.8095238,0.8136858493089676
CHEMBL1200837,LEVOBETAXOLOL HYDROCHLORIDE,CC(C)NC[C@H](O)COc1ccc(CCOCC2CC2)cc1,2000.0,5.52,5.19,5.36,0.33,4.1,4.02,4.02,0.044,0.044,0.197,False,5.039712364474672,5.055343410862081,4.915851731197343,0.80281687,0.8095238,0.8136858493089676
CHEMBL491571,DORIPENEM,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](CNS(N)(=O)=O)C3)[C@H](C)[C@H]12,2007.0,6.46,5.93,6.19,0.53,5.03,4.75,4.75,0.354,0.343,0.187,False,5.140220242702754,5.123522728583238,4.915517142599996,0.8131868,0.85714287,0.874509796500206
CHEMBL33986,BUTORPHANOL,Oc1ccc2c(c1)[C@@]13CCCC[C@@]1(O)[C@@H](C2)N(CC1CCC1)CC3,1978.0,6.11,5.82,5.97,0.29,4.69,4.64,4.64,0.26,0.254,0.181,False,5.071872723308222,4.945505674827179,4.913806600232152,0.8194444,0.8194444,0.8252852857112885
CHEMBL1380,ABACAVIR,Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1,1998.0,6.68,6.31,6.5,0.38,5.26,5.13,5.13,0.641,0.608,0.173,False,5.170597861736508,5.077386685468393,4.911198976963203,0.82666665,0.8372093,0.8372092992067337
CHEMBL2105275,PROPYLHEXEDRINE,CNC(C)CC1CCCCC1,,5.59,5.26,5.42,0.33,4.16,4.08,4.08,0.055,0.055,0.286,False,5.068670270165343,4.958768421755138,4.911042183739383,0.71428573,0.75,0.7587272673845291
CHEMBL1200482,CEFOPERAZONE SODIUM,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)[O-])=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)C(=O)C1=O,1982.0,6.13,5.78,5.95,0.35,4.7,4.6,4.6,0.271,0.26,0.152,False,5.26625712581897,5.137557718819191,4.906431056357871,0.84821427,0.84821427,0.8512396663427353
CHEMBL1660,RIFAPENTINE,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,1998.0,6.7,6.09,6.39,0.61,5.27,4.91,4.91,0.492,0.459,0.161,False,5.144483640052772,5.09939042600563,4.905811584965431,0.8387097,0.8633094,0.8732605129480362
CHEMBL64391,ITRACONAZOLE,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,1992.0,6.17,5.7,5.93,0.47,4.74,4.52,4.52,0.232,0.215,0.225,False,5.1663828259677755,5.0585805648867135,4.905437503588547,0.7747748,0.78761065,0.8140310943126678
CHEMBL577,ENALAPRILAT ANHYDROUS,C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,1988.0,6.1,5.81,5.95,0.29,4.67,4.63,4.63,0.26,0.254,0.25,False,5.091409691502307,5.097034244447721,4.905151964945324,0.75,0.75,0.7658817023038864
CHEMBL1201041,AZLOCILLIN SODIUM,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)[O-],1982.0,6.48,5.89,6.19,0.59,5.06,4.71,4.71,0.337,0.32,0.21,False,5.104607767363348,5.12297023937857,4.904292635855106,0.79012346,0.79012346,0.8347397297620773
CHEMBL1201774,SAPROPTERIN,C[C@H](O)[C@H](O)[C@H]1CNc2nc(N)[nH]c(=O)c2N1,2007.0,5.52,4.91,5.21,0.61,4.09,3.73,3.73,0.028,0.028,0.157,False,5.062940287899558,5.070946360327468,4.904078162301491,0.8428571,0.8472222,0.8595971167087555
CHEMBL3301610,ABEMACICLIB,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,2017.0,5.92,5.84,5.88,0.07,4.49,4.67,4.49,0.243,0.238,0.226,False,5.231580837531501,5.089527922261561,4.903710924352194,0.7741935,0.8080808,0.8080808073282242
CHEMBL3608680,FEZOLINETANT,Cc1nsc(-c2nnc3n2CCN(C(=O)c2ccc(F)cc2)[C@@H]3C)n1,2023.0,6.05,5.7,5.87,0.34,4.62,4.53,4.53,0.215,0.204,0.2,False,5.058075417084167,5.096745585914962,4.901032729,0.8,0.80246913,0.8077201843261719
CHEMBL5189739,BEROTRALSTAT,N#Cc1cccc([C@@H](NCC2CC2)c2ccc(F)c(NC(=O)c3cc(C(F)(F)F)nn3-c3cccc(CN)c3)c2)c1,2020.0,7.32,5.22,6.27,2.11,5.89,4.04,4.04,0.105,0.039,0.221,False,5.127269519494713,5.055131844031303,4.9005254621152385,0.77884614,0.77884614,0.813486784696579
CHEMBL511142,BUPRENORPHINE,CO[C@@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,1981.0,6.02,5.53,5.78,0.49,4.6,4.36,4.36,0.166,0.155,0.173,False,4.926589977302855,4.989068401250928,4.899507544097381,0.8269231,0.8269231,0.8476948887109756
CHEMBL976,PRAZIQUANTEL,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,1982.0,5.76,5.57,5.67,0.19,4.34,4.39,4.34,0.149,0.144,0.308,True,4.908548007140114,5.02327835864564,4.899487000348977,0.6923077,0.79761904,0.7976190447807312
CHEMBL521686,OLAPARIB,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1,2014.0,6.05,5.76,5.9,0.29,4.62,4.58,4.58,0.243,0.238,0.282,False,5.038052862984105,5.082445016663197,4.897979059584788,0.7176471,0.7283951,0.7637549638748169
CHEMBL1200810,DOXERCALCIFEROL,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)C)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,1999.0,5.26,4.84,5.05,0.42,3.83,3.66,3.66,0.017,0.017,0.146,False,5.22083414423226,5.136696320113946,4.897798502240364,0.8539326,0.8539326,0.8627292364835739
CHEMBL231813,TELAPREVIR,CCC[C@H](NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1cnccn1)C1CCCCC1)C(C)(C)C)C(=O)C(=O)NC1CC1,2011.0,6.02,5.75,5.89,0.27,4.59,4.58,4.58,0.232,0.227,0.2,False,5.044273091166883,5.022321606012008,4.897794220000499,0.8,0.82,0.8274132907390594
CHEMBL416956,MEFLOQUINE,OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1,1989.0,5.37,5.57,5.47,-0.2,3.94,4.39,3.94,0.083,0.077,0.282,False,5.046935845362041,5.092011305382952,4.89613980072349,0.7183099,0.7702703,0.7966261357069016
CHEMBL895,NALBUPHINE,Oc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)N(CC2CCC2)CC[C@]314,1979.0,6.11,5.75,5.93,0.37,4.69,4.57,4.57,0.238,0.227,0.175,False,5.051462958957027,5.069848354629974,4.895555416823065,0.82474226,0.82474226,0.8422671854496002
CHEMBL932,DIPYRIDAMOLE,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,1961.0,6.06,6.01,6.03,0.05,4.63,4.83,4.63,0.315,0.298,0.169,False,5.064951259396326,5.071828987568607,4.892082798821639,0.83076924,0.83076924,0.8307692259550095
CHEMBL729,LOPINAVIR,Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O,2000.0,6.29,5.54,5.91,0.75,4.86,4.36,4.36,0.193,0.155,0.192,False,5.010691099522987,5.034000697785776,4.889818038440224,0.8080808,0.82222223,0.8317756950855255
CHEMBL1770916,NIROGACESTAT,CCC[C@H](N[C@H]1CCc2cc(F)cc(F)c2C1)C(=O)Nc1cn(C(C)(C)CNCC(C)(C)C)cn1,2023.0,7.11,5.21,6.16,1.9,5.69,4.04,4.04,0.105,0.05,0.208,False,5.267813937368596,5.142570099795249,4.889429711284632,0.7924528,0.8137255,0.8162297457456589
CHEMBL2023898,DACLATASVIR,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc(-c3ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)cc3)cc2)[nH]1)C(C)C,2014.0,6.15,5.69,5.92,0.46,4.73,4.52,4.52,0.227,0.21,0.209,False,5.0802342773328,5.0912648242022085,4.888970254185272,0.7906977,0.79268295,0.8122482448816299
CHEMBL18442,PLERIXAFOR,c1cc(CN2CCCNCCNCCCNCC2)ccc1CN1CCCNCCNCCCNCC1,2008.0,6.15,5.76,5.95,0.39,4.72,4.58,4.58,0.265,0.254,0.328,True,5.09119375302178,5.096766922159504,4.888384144020012,0.6724138,0.82539684,0.8394802361726761
CHEMBL1423,PIMOZIDE,O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,1984.0,6.09,5.67,5.88,0.41,4.66,4.5,4.5,0.215,0.199,0.232,False,5.137280372281368,5.080243167279067,4.886255629352317,0.76811594,0.7761194,0.7906976789236069
CHEMBL515606,CILAZAPRIL,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCCN2CCC[C@@H](C(=O)O)N2C1=O,,6.13,5.87,6.0,0.26,4.7,4.7,4.7,0.304,0.298,0.25,False,4.928996636639932,5.017454663278174,4.885065075267609,0.75,0.75,0.75
CHEMBL1237102,LEVOCABASTINE HYDROCHLORIDE,C[C@@H]1CN([C@H]2CC[C@](C#N)(c3ccc(F)cc3)CC2)CC[C@]1(C(=O)O)c1ccccc1,1993.0,6.02,5.61,5.81,0.41,4.59,4.43,4.43,0.182,0.166,0.207,False,4.893338809574714,4.976369553006067,4.88489632065087,0.79268295,0.79268295,0.8123935759067535
CHEMBL374478,RIFAMPIN,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,1971.0,6.82,6.16,6.49,0.66,5.39,4.98,4.98,0.552,0.508,0.158,False,5.137344853290573,5.063806756392215,4.884258302008824,0.8416667,0.86956525,0.8717948645353317
CHEMBL1201760,BESIFLOXACIN,N[C@@H]1CCCCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1,2009.0,6.05,5.84,5.95,0.21,4.63,4.66,4.63,0.271,0.265,0.19,False,4.9184433851883975,4.913399480007857,4.8799624768841285,0.8095238,0.8095238,0.809523805975914
CHEMBL1118,DESVENLAFAXINE,CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1,2008.0,5.59,4.79,5.19,0.81,4.17,3.61,3.61,0.022,0.022,0.25,False,5.060648671856699,5.027054594004777,4.879755963255031,0.75,0.796875,0.8186069279909134
CHEMBL189963,PALBOCICLIB,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,2015.0,6.1,5.99,6.05,0.11,4.67,4.82,4.67,0.337,0.32,0.279,False,4.9763109484680434,4.973897384779713,4.879414474250141,0.7209302,0.7777778,0.786516860127449
CHEMBL481,IRINOTECAN,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,1996.0,5.94,5.79,5.86,0.15,4.51,4.61,4.51,0.221,0.215,0.219,False,5.0998508985431945,5.086139289165711,4.879099304898794,0.78070176,0.7826087,0.7939592152833939
CHEMBL1200820,PIPERACILLIN SODIUM,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H]2SC(C)(C)[C@@H]3C(=O)[O-])c2ccccc2)C(=O)C1=O,1981.0,6.42,5.94,6.18,0.48,4.99,4.76,4.76,0.354,0.343,0.202,False,5.091636893210595,5.0964223234163955,4.878322624576303,0.79761904,0.79761904,0.8235294073820114
CHEMBL716,QUETIAPINE,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,1997.0,5.95,5.76,5.86,0.2,4.53,4.58,4.53,0.215,0.21,0.208,False,5.0066567157055,4.977464741948448,4.876297795910861,0.7922078,0.8076923,0.8199151307344437
CHEMBL1117,IDARUBICIN,CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O,1990.0,5.87,5.27,5.57,0.6,4.44,4.1,4.1,0.083,0.077,0.217,False,5.1028590756565615,5.079831284804503,4.875473821197598,0.78313255,0.78313255,0.7831325232982635
CHEMBL142635,NAFTOPIDIL,COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc23)CC1,1999.0,5.87,5.67,5.77,0.2,4.44,4.49,4.44,0.171,0.166,0.233,False,4.967448778697555,4.936402690954388,4.8743422138627555,0.7671233,0.7763158,0.8138889670372009
CHEMBL846,CALCITRIOL,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,1978.0,5.27,4.84,5.05,0.43,3.84,3.66,3.66,0.017,0.017,0.151,False,5.196192777339982,5.1136131568168475,4.874218403809662,0.8488372,0.8586956,0.8659075796604156
CHEMBL1200357,MOXALACTAM DISODIUM,CO[C@@]1(NC(=O)C(C(=O)[O-])c2ccc(O)cc2)C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3C)CO[C@@H]21,1982.0,6.2,5.92,6.06,0.29,4.78,4.74,4.74,0.32,0.315,0.168,False,5.219016582988209,5.094318002594752,4.874118731336597,0.83177567,0.8333333,0.8511395901441574
CHEMBL2095208,COBICISTAT,CC(C)c1nc(CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)cs1,2012.0,5.99,5.65,5.82,0.34,4.57,4.47,4.47,0.193,0.182,0.21,False,5.139072614595472,5.102458346567927,4.873706236944572,0.7904762,0.8018018,0.8302150219678879
CHEMBL594,EMEDASTINE,CCOCCn1c(N2CCCN(C)CC2)nc2ccccc21,1997.0,6.2,5.94,6.07,0.26,4.77,4.76,4.76,0.326,0.32,0.318,True,5.079517366423419,4.9694892928485075,4.869913819813775,0.6818182,0.6818182,0.790123462677002
CHEMBL1279,FROVATRIPTAN,CN[C@@H]1CCc2[nH]c3ccc(C(N)=O)cc3c2C1,2001.0,5.49,5.27,5.38,0.21,4.06,4.09,4.06,0.055,0.055,0.208,False,5.00430079217577,5.043907564939778,4.869122049997508,0.7922078,0.7922078,0.8133508265018463
CHEMBL1200971,CEPHALOGLYCIN,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,1970.0,6.31,5.65,5.98,0.66,4.89,4.47,4.47,0.232,0.21,0.214,False,5.0523392173443735,4.964978474465571,4.8687980835864355,0.78571427,0.7948718,0.8355382233858109
CHEMBL1079,TIZANIDINE,Clc1ccc2nsnc2c1NC1=NCCN1,1996.0,5.84,5.32,5.58,0.52,4.41,4.14,4.14,0.088,0.083,0.19,False,5.006416522006376,5.010685839186605,4.865164126125008,0.8095238,0.85,0.8570565432310104
CHEMBL578,ENALAPRIL,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O,1985.0,6.13,5.77,5.95,0.36,4.71,4.59,4.59,0.265,0.254,0.244,False,5.00962990600231,5.048524388526928,4.864578487009792,0.75555557,0.75555557,0.7556847631931305
CHEMBL19299,LOXOPROFEN,CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1,,5.33,5.13,5.23,0.2,3.9,3.95,3.9,0.033,0.033,0.224,False,5.038630692031646,5.049262865332633,4.863356392919095,0.7761194,0.7903226,0.806285172700882
CHEMBL1585,PIPOBROMAN,O=C(CCBr)N1CCN(C(=O)CCBr)CC1,1966.0,5.92,5.83,5.87,0.09,4.49,4.65,4.49,0.215,0.21,0.184,False,4.99663219317465,5.065257272242026,4.861166278480847,0.8163265,0.84210527,0.8510210067033768
CHEMBL1618,CEFAMANDOLE NAFATE,Cn1nnnc1SCC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)[C@H](OC=O)c3ccccc3)[C@H]2SC1,1978.0,6.28,5.83,6.05,0.45,4.85,4.65,4.65,0.287,0.271,0.194,False,5.157236668216646,5.061700668804648,4.858924024105988,0.8064516,0.8064516,0.8272198587656021
CHEMBL1537,AZLOCILLIN,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,1982.0,6.46,5.91,6.18,0.56,5.04,4.73,4.73,0.337,0.32,0.215,False,5.078099273203812,5.072889296198214,4.856675202549903,0.7848101,0.7848101,0.8304934948682785
CHEMBL611,TERAZOSIN,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC,1987.0,5.78,5.55,5.66,0.23,4.36,4.37,4.36,0.138,0.133,0.234,False,4.9343825004248725,4.894554829736341,4.854369726372049,0.7662338,0.78723407,0.8012257218360901
CHEMBL1644,CEFADROXIL,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1,1978.0,6.19,5.61,5.9,0.59,4.77,4.43,4.43,0.204,0.188,0.22,False,4.990809270248063,5.025961311517854,4.853053837405283,0.779661,0.8309859,0.8461538404226303
CHEMBL838,BENAZEPRIL,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,1991.0,6.25,5.78,6.01,0.47,4.82,4.6,4.6,0.265,0.249,0.243,False,4.935765616690573,5.012042065067107,4.852519920743789,0.75714284,0.7922078,0.7956989258527756
